Reef,Date,Grid Square,PTVO,CECR,EPST,CEFU,EPGU,STPA,STDE,TOL,MYTI/MYBO,Other,Unsure,
MIN,24-Aug,240,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,241,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,242,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,243,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,244,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,245,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,246,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,247,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,248,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,249,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,250,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,251,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,252,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,253,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,254,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,255,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,256,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,257,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,258,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,259,0,20,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,260,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,261,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,262,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,263,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,264,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,265,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,266,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,267,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,268,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,269,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,270,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,271,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,272,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,273,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,274,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,275,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,276,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,277,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,278,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,279,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,280,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,281,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,282,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,283,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,284,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,285,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,286,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,287,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,288,0,0,0,0,0,6,0,0,0,0,0,White
MIN,24-Aug,289,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,290,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,291,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,292,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,293,0,0,0,0,0,0,3,0,0,0,0,
MIN,24-Aug,294,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,295,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,296,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,297,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,298,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,299,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,300,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,301,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,302,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,303,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,304,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,305,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,306,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,307,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,308,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,309,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,310,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,311,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,312,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,313,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,314,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,315,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,316,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,317,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,318,0,0,0,0,0,0,0,0,0,0,0,
